job,skill
Senior Loan Processor,Loan Processing Mortgage Underwriting Mortgage Lending Communication Skills Writing Organizational Skills Computer Skills Detail-Oriented Insurance Underwriting Microsoft Excel Content Development Content Management Content Management Systems (CMS) Concept Development Proofreading Data Collection Data Entry Data Management Data Analysis Microsoft Excel Job Evaluation Conflict Management Presentation Skills Administrative Support Building Effective Relationships
Senior Office / Administrative Assistant,Administrative Support Microsoft Excel Scheduling Communication Skills Microsoft Powerpoint Microsoft Office Writing Organizational Skills Travel Arrangements Microsoft Word Administrative Support Microsoft Excel Communication Skills Microsoft Office Organizational Skills Administrative Support Microsoft Office Customer Service Data Entry Spreadsheets Administrative Support Microsoft Office Data Entry Spreadsheets Appointment Setting
Senior Operations Analyst,Microsoft Excel Communication Skills Operations Analysis Problem Solving Writing Microsoft Office Research Microsoft Powerpoint Project Management Planning Operations Analysis Project Management Customer Service Process Improvement Data Analysis Microsoft Excel Microsoft Office Data Analysis Spreadsheets Data Management Microsoft Excel Microsoft Office Data Analysis Spreadsheets Data Management
Senior Payroll Specialist,Payroll Processing Microsoft Excel Accounting Communication Skills Detail-Oriented Writing Microsoft Office ADP Payroll Organizational Skills Problem Solving Payroll Processing Customer Service Multi-State Payroll Payroll Reconciliation Payroll Taxes
Senior Personal Banker,Customer Service Customer Contact Sales Product Sales Prospective Clients Team Work/ Collaboration Multi-Tasking Cross Sell Listening Cash Handling Sales Product Sales Financial Responsibility Retail Sales Client Needs Assessment
Senior Project Manager,Project Management Budgeting Communication Skills Planning Project Planning and Development Skills Scheduling Microsoft Project Writing Problem Solving Microsoft Excel Project Management Budgeting Scheduling Project Planning and Development Skills Microsoft Project Project Management Budgeting Scheduling Project Planning and Development Skills Microsoft Project Project Management Budgeting Scheduling Project Planning and Development Skills Microsoft Excel
Senior Recruiter,Recruiting Communication Skills Applicant Tracking System Building Effective Relationships Writing Creativity Microsoft Office Talent Acquisition Full-life Cycle Recruiting Social Media Recruiting Talent Acquisition Scheduling Full-life Cycle Recruiting Customer Service Recruiting Talent Acquisition Scheduling Full-life Cycle Recruiting Customer Service Applicant Tracking System Onboarding Business Development Corporate Recruiting Staffing
Senior Software Developer / Engineer ,Software Engineering Software Development JAVA SQL Communication Skills JavaScript Writing C++ Microsoft C# LINUX Software Development JavaScript Python jQuery Web Development Problem Solving Troubleshooting Planning Web Development Debugging Communication Skills Writing Problem Solving Planning Web Development
Senior Tax Manager,Public Accounting Research Planning Tax Planning Accounting Tax Returns Tax Compliance Writing Communication Skills Staff Management Tax Planning Tax Compliance Tax Returns Tax Research Tax Law Tax Planning Tax Compliance Tax Returns Tax Research Tax Law Microsoft Excel Microsoft Office
Senior Web Developer ,Web Development JavaScript jQuery SQL Web Application Development HTML5 Communication Skills JAVA Microsoft C# .NET Programming Web Development HTML5 Hypertext Preprocessor (PHP) Front-end Development CSS JavaScript Web Development jQuery HTML5 Web Application Development Web Development HTML5 Hypertext Preprocessor (PHP) SQL Web Application Development
Set / Exhibit Designer,Communication Skills Creativity Organizational Skills Budgeting Detail-Oriented Planning Writing Adobe Photoshop Research Project Management Creativity Research Project Management Team Work/ Collaboration Problem Solving
Sewing Machine Operator,Sewing Machine Operation Inspection Repair Detail-Oriented Mathematics English Communication Skills Work Area Maintenance Organizational Skills Content Development Content Management Content Management Systems (CMS) Concept Development Proofreading Data Collection Data Entry Data Management Data Analysis Microsoft Excel Job Evaluation Conflict Management Presentation Skills Administrative Support Building Effective Relationships
Sharepoint Administrator ,Microsoft Sharepoint SQL Troubleshooting Communication Skills Microsoft PowerShell SQL Server Team Work/ Collaboration Planning Writing Windows Server System Administration Communication Skills Problem Solving Technical Support Network Administration System Administration Windows Server Network Administration Domain Name System (DNS) Hardware and Software Installation System Administration Network Administration Cisco Domain Name System (DNS) Hardware and Software Installation
Sheet Metal Fabricator / Mechanic,Repair Welding Hand Tools Inspection HVAC Power Tools Physical Demand Soldering Mathematics Communication Skills Content Development Content Management Content Management Systems (CMS) Concept Development Proofreading Data Collection Data Entry Data Management Data Analysis Microsoft Excel Job Evaluation Conflict Management Presentation Skills Administrative Support Building Effective Relationships
Sheriff,Warrants Writing Prevention of Criminal Activity Supervisory Skills Building Effective Relationships Law Enforcement or Criminal Justice Experience Communication Skills Criminal Justice Public Health and Safety Physical Demand Prevention of Criminal Activity Supervisory Skills Law Enforcement or Criminal Justice Experience Criminal Justice Scheduling Supervisory Skills Public Health and Safety Cardiopulmonary Resuscitation (CPR) Customer Service Training Programs
Ship / Boat Captain,Articulate Communication Skills Supervisory Skills Scheduling English Organizational Skills Writing Inspection Planning Project Management Content Development Content Management Content Management Systems (CMS) Concept Development Proofreading Data Collection Data Entry Data Management Data Analysis Microsoft Excel Job Evaluation Conflict Management Presentation Skills Administrative Support Building Effective Relationships
Small Engine Mechanic,Repair Small Engine Repair Engine Repair Work Area Maintenance Troubleshooting Preventive Maintenance Inspection Communication Skills Cleaning Physical Demand Content Development Content Management Content Management Systems (CMS) Concept Development Proofreading Data Collection Data Entry Data Management Data Analysis Microsoft Excel Job Evaluation Conflict Management Presentation Skills Administrative Support Building Effective Relationships
